Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
GMB,Gambia,2000,30-34 years,Both,339,409
GMB,Gambia,2000,35-39 years,Male,162,538.7
GMB,Gambia,2000,35-39 years,Female,182,545.6
GMB,Gambia,2000,35-39 years,Both,344,542.3
GMB,Gambia,2000,40-44 years,Male,164,661.2
GMB,Gambia,2000,40-44 years,Female,148,596.1
GMB,Gambia,2000,40-44 years,Both,312,628.6
GMB,Gambia,2000,45-49 years,Male,175,882.4
GMB,Gambia,2000,45-49 years,Female,133,726.8
GMB,Gambia,2000,45-49 years,Both,308,807.8
GMB,Gambia,2000,50-54 years,Male,187,"1,232.40"
GMB,Gambia,2000,50-54 years,Female,119,985.4
GMB,Gambia,2000,50-54 years,Both,306,"1,122.90"
GMB,Gambia,2000,55-59 years,Male,222,"1,704.00"
GMB,Gambia,2000,55-59 years,Female,154,"1,336.00"
GMB,Gambia,2000,55-59 years,Both,376,"1,531.10"
GMB,Gambia,2000,60-64 years,Male,237,"2,560.90"
GMB,Gambia,2000,60-64 years,Female,172,"2,158.80"
GMB,Gambia,2000,60-64 years,Both,409,"2,374.90"
GMB,Gambia,2000,65-69 years,Male,257,"3,647.60"
GMB,Gambia,2000,65-69 years,Female,200,"3,198.40"
GMB,Gambia,2000,65-69 years,Both,457,"3,436.50"
GMB,Gambia,2000,70-74 years,Male,273,"5,466.10"
GMB,Gambia,2000,70-74 years,Female,231,"5,004.50"
GMB,Gambia,2000,70-74 years,Both,504,"5,244.10"
GMB,Gambia,2000,75-79 years,Male,219,"7,948.30"
GMB,Gambia,2000,75-79 years,Female,170,"7,354.00"
GMB,Gambia,2000,75-79 years,Both,389,"7,676.70"
GMB,Gambia,2000,80+ years,Male,126,"12,560.10"
GMB,Gambia,2000,80+ years,Female,108,"11,513.40"
GMB,Gambia,2000,80+ years,Both,234,"12,053.20"
GMB,Gambia,2000,All ages,Male,"6,755","1,044.70"
GMB,Gambia,2000,All ages,Female,"5,538",842.1
GMB,Gambia,2000,All ages,Both,"12,293",942.6
GMB,Gambia,2010,0-6 days,Male,942,"148,827.50"
GMB,Gambia,2010,0-6 days,Female,672,"108,886.20"
GMB,Gambia,2010,0-6 days,Both,"1,614","129,112.50"
GMB,Gambia,2010,7-27 days,Male,288,"15,447.40"
GMB,Gambia,2010,7-27 days,Female,221,"12,110.60"
GMB,Gambia,2010,7-27 days,Both,509,"13,798.00"
GMB,Gambia,2010,28-364 days,Male,"1,056","3,629.80"
GMB,Gambia,2010,28-364 days,Female,893,"3,137.00"
GMB,Gambia,2010,28-364 days,Both,"1,949","3,386.00"
GMB,Gambia,2010,1-4 years,Male,"1,184","1,018.10"
GMB,Gambia,2010,1-4 years,Female,960,842.3
GMB,Gambia,2010,1-4 years,Both,"2,144",931.1
GMB,Gambia,2010,5-9 years,Male,187,146.4
GMB,Gambia,2010,5-9 years,Female,153,122.1
GMB,Gambia,2010,5-9 years,Both,340,134.4
GMB,Gambia,2010,10-14 years,Male,107,96.9
GMB,Gambia,2010,10-14 years,Female,98,89
GMB,Gambia,2010,10-14 years,Both,205,93
GMB,Gambia,2010,15-19 years,Male,165,175.5
GMB,Gambia,2010,15-19 years,Female,154,162.6
GMB,Gambia,2010,15-19 years,Both,319,169
GMB,Gambia,2010,20-24 years,Male,240,297.5
GMB,Gambia,2010,20-24 years,Female,237,280.3
GMB,Gambia,2010,20-24 years,Both,477,288.7
GMB,Gambia,2010,25-29 years,Male,275,394
GMB,Gambia,2010,25-29 years,Female,288,379.9
GMB,Gambia,2010,25-29 years,Both,563,386.6
GMB,Gambia,2010,30-34 years,Male,265,474.2
GMB,Gambia,2010,30-34 years,Female,279,442.4
GMB,Gambia,2010,30-34 years,Both,544,457.3
GMB,Gambia,2010,35-39 years,Male,237,588.1
GMB,Gambia,2010,35-39 years,Female,252,550.1
GMB,Gambia,2010,35-39 years,Both,489,567.9
GMB,Gambia,2010,40-44 years,Male,232,681.2
GMB,Gambia,2010,40-44 years,Female,222,583.5
GMB,Gambia,2010,40-44 years,Both,455,629.6
GMB,Gambia,2010,45-49 years,Male,229,870.1
GMB,Gambia,2010,45-49 years,Female,200,691.8
GMB,Gambia,2010,45-49 years,Both,428,776.9
GMB,Gambia,2010,50-54 years,Male,251,"1,165.30"
GMB,Gambia,2010,50-54 years,Female,191,873.1
GMB,Gambia,2010,50-54 years,Both,441,"1,018.20"
GMB,Gambia,2010,55-59 years,Male,264,"1,573.90"
GMB,Gambia,2010,55-59 years,Female,192,"1,199.00"
GMB,Gambia,2010,55-59 years,Both,456,"1,390.90"
GMB,Gambia,2010,60-64 years,Male,285,"2,339.80"
GMB,Gambia,2010,60-64 years,Female,195,"1,894.50"
GMB,Gambia,2010,60-64 years,Both,480,"2,136.00"
GMB,Gambia,2010,65-69 years,Male,320,"3,359.60"
GMB,Gambia,2010,65-69 years,Female,262,"2,912.70"
GMB,Gambia,2010,65-69 years,Both,582,"3,142.40"
GMB,Gambia,2010,70-74 years,Male,292,"5,064.40"
GMB,Gambia,2010,70-74 years,Female,233,"4,428.00"
GMB,Gambia,2010,70-74 years,Both,525,"4,760.60"
GMB,Gambia,2010,75-79 years,Male,218,"7,425.40"
GMB,Gambia,2010,75-79 years,Female,177,"6,591.40"
GMB,Gambia,2010,75-79 years,Both,395,"7,026.90"
GMB,Gambia,2010,80+ years,Male,148,"11,942.50"
GMB,Gambia,2010,80+ years,Female,119,"10,664.20"
GMB,Gambia,2010,80+ years,Both,267,"11,338.30"
GMB,Gambia,2010,All ages,Male,"7,185",838.9
GMB,Gambia,2010,All ages,Female,"5,998",683.5
GMB,Gambia,2010,All ages,Both,"13,183",760.2
GNB,Guinea-Bissau,1970,0-6 days,Male,902,"334,024.60"
GNB,Guinea-Bissau,1970,0-6 days,Female,593,"224,440.90"
GNB,Guinea-Bissau,1970,0-6 days,Both,"1,494","280,373.40"
GNB,Guinea-Bissau,1970,7-27 days,Male,454,"58,882.30"
GNB,Guinea-Bissau,1970,7-27 days,Female,325,"42,735.80"
GNB,Guinea-Bissau,1970,7-27 days,Both,779,"50,828.60"
GNB,Guinea-Bissau,1970,28-364 days,Male,"1,313","11,823.70"
GNB,Guinea-Bissau,1970,28-364 days,Female,"1,081","9,815.30"
GNB,Guinea-Bissau,1970,28-364 days,Both,"2,394","10,824.10"
GNB,Guinea-Bissau,1970,1-4 years,Male,"1,869","5,449.90"
GNB,Guinea-Bissau,1970,1-4 years,Female,"1,564","4,562.80"
GNB,Guinea-Bissau,1970,1-4 years,Both,"3,433","5,006.40"
GNB,Guinea-Bissau,1970,5-9 years,Male,182,475.2
GNB,Guinea-Bissau,1970,5-9 years,Female,142,368
GNB,Guinea-Bissau,1970,5-9 years,Both,323,421.3
GNB,Guinea-Bissau,1970,10-14 years,Male,125,380
GNB,Guinea-Bissau,1970,10-14 years,Female,85,256.4
GNB,Guinea-Bissau,1970,10-14 years,Both,210,317.9
GNB,Guinea-Bissau,1970,15-19 years,Male,160,425
GNB,Guinea-Bissau,1970,15-19 years,Female,120,315.6
GNB,Guinea-Bissau,1970,15-19 years,Both,280,369.9
GNB,Guinea-Bissau,1970,20-24 years,Male,158,609.7
GNB,Guinea-Bissau,1970,20-24 years,Female,122,472.4
GNB,Guinea-Bissau,1970,20-24 years,Both,280,541.1
GNB,Guinea-Bissau,1970,25-29 years,Male,163,696.5
GNB,Guinea-Bissau,1970,25-29 years,Female,138,584.1
GNB,Guinea-Bissau,1970,25-29 years,Both,301,639.9
GNB,Guinea-Bissau,1970,30-34 years,Male,148,786.4
GNB,Guinea-Bissau,1970,30-34 years,Female,126,660
GNB,Guinea-Bissau,1970,30-34 years,Both,274,722.6
GNB,Guinea-Bissau,1970,35-39 years,Male,166,979.9
GNB,Guinea-Bissau,1970,35-39 years,Female,145,841
GNB,Guinea-Bissau,1970,35-39 years,Both,311,909.8
GNB,Guinea-Bissau,1970,40-44 years,Male,179,"1,203.70"
GNB,Guinea-Bissau,1970,40-44 years,Female,136,896.2
GNB,Guinea-Bissau,1970,40-44 years,Both,315,"1,048.20"
GNB,Guinea-Bissau,1970,45-49 years,Male,204,"1,575.50"
GNB,Guinea-Bissau,1970,45-49 years,Female,144,"1,067.40"
GNB,Guinea-Bissau,1970,45-49 years,Both,348,"1,316.50"
GNB,Guinea-Bissau,1970,50-54 years,Male,237,"2,130.20"
GNB,Guinea-Bissau,1970,50-54 years,Female,171,"1,441.10"
GNB,Guinea-Bissau,1970,50-54 years,Both,408,"1,775.00"
GNB,Guinea-Bissau,1970,55-59 years,Male,262,"2,796.30"
GNB,Guinea-Bissau,1970,55-59 years,Female,192,"1,882.10"
GNB,Guinea-Bissau,1970,55-59 years,Both,454,"2,318.90"
GNB,Guinea-Bissau,1970,60-64 years,Male,268,"3,992.60"
GNB,Guinea-Bissau,1970,60-64 years,Female,232,"3,050.50"
GNB,Guinea-Bissau,1970,60-64 years,Both,500,"3,492.50"
GNB,Guinea-Bissau,1970,65-69 years,Male,224,"5,278.60"
GNB,Guinea-Bissau,1970,65-69 years,Female,218,"4,275.30"
GNB,Guinea-Bissau,1970,65-69 years,Both,442,"4,730.00"
GNB,Guinea-Bissau,1970,70-74 years,Male,198,"7,360.10"
GNB,Guinea-Bissau,1970,70-74 years,Female,219,"6,474.60"
GNB,Guinea-Bissau,1970,70-74 years,Both,416,"6,866.70"
GNB,Guinea-Bissau,1970,75-79 years,Male,117,"9,988.90"
GNB,Guinea-Bissau,1970,75-79 years,Female,148,"9,035.40"
GNB,Guinea-Bissau,1970,75-79 years,Both,265,"9,433.00"
GNB,Guinea-Bissau,1970,80+ years,Male,86,"15,192.70"
GNB,Guinea-Bissau,1970,80+ years,Female,131,"14,166.60"
GNB,Guinea-Bissau,1970,80+ years,Both,217,"14,555.20"
GNB,Guinea-Bissau,1970,All ages,Male,"7,412","2,439.70"
GNB,Guinea-Bissau,1970,All ages,Female,"6,034","1,936.80"
GNB,Guinea-Bissau,1970,All ages,Both,"13,446","2,185.10"
GNB,Guinea-Bissau,1980,0-6 days,Male,"1,000","275,449.50"
GNB,Guinea-Bissau,1980,0-6 days,Female,670,"189,358.80"
GNB,Guinea-Bissau,1980,0-6 days,Both,"1,670","232,944.50"
GNB,Guinea-Bissau,1980,7-27 days,Male,485,"46,343.50"
GNB,Guinea-Bissau,1980,7-27 days,Female,360,"34,870.40"
GNB,Guinea-Bissau,1980,7-27 days,Both,845,"40,651.10"
GNB,Guinea-Bissau,1980,28-364 days,Male,"1,530","9,755.30"
GNB,Guinea-Bissau,1980,28-364 days,Female,"1,246","8,038.20"
GNB,Guinea-Bissau,1980,28-364 days,Both,"2,777","8,901.70"
GNB,Guinea-Bissau,1980,1-4 years,Male,"2,315","4,121.90"
GNB,Guinea-Bissau,1980,1-4 years,Female,"1,928","3,449.50"
GNB,Guinea-Bissau,1980,1-4 years,Both,"4,243","3,786.50"
GNB,Guinea-Bissau,1980,5-9 years,Male,238,357.6
GNB,Guinea-Bissau,1980,5-9 years,Female,193,288.1
GNB,Guinea-Bissau,1980,5-9 years,Both,431,322.8
GNB,Guinea-Bissau,1980,10-14 years,Male,71,192.5
GNB,Guinea-Bissau,1980,10-14 years,Female,62,167.9
GNB,Guinea-Bissau,1980,10-14 years,Both,133,180.1
GNB,Guinea-Bissau,1980,15-19 years,Male,91,237.2
GNB,Guinea-Bissau,1980,15-19 years,Female,86,221.9
GNB,Guinea-Bissau,1980,15-19 years,Both,177,229.5
GNB,Guinea-Bissau,1980,20-24 years,Male,120,360.2
GNB,Guinea-Bissau,1980,20-24 years,Female,115,338.2
GNB,Guinea-Bissau,1980,20-24 years,Both,235,349.2
GNB,Guinea-Bissau,1980,25-29 years,Male,154,418.9
GNB,Guinea-Bissau,1980,25-29 years,Female,161,423.7
GNB,Guinea-Bissau,1980,25-29 years,Both,315,421.3
GNB,Guinea-Bissau,1980,30-34 years,Male,122,480.9
GNB,Guinea-Bissau,1980,30-34 years,Female,125,486.7
GNB,Guinea-Bissau,1980,30-34 years,Both,248,483.8
GNB,Guinea-Bissau,1980,35-39 years,Male,140,620.4
GNB,Guinea-Bissau,1980,35-39 years,Female,149,646.2
GNB,Guinea-Bissau,1980,35-39 years,Both,289,633.5
GNB,Guinea-Bissau,1980,40-44 years,Male,141,784.6
GNB,Guinea-Bissau,1980,40-44 years,Female,128,694.7
GNB,Guinea-Bissau,1980,40-44 years,Both,269,739.1
GNB,Guinea-Bissau,1980,45-49 years,Male,168,"1,067.80"
GNB,Guinea-Bissau,1980,45-49 years,Female,138,841.2
GNB,Guinea-Bissau,1980,45-49 years,Both,306,952.4
GNB,Guinea-Bissau,1980,50-54 years,Male,202,"1,510.80"
GNB,Guinea-Bissau,1980,50-54 years,Female,166,"1,165.10"
GNB,Guinea-Bissau,1980,50-54 years,Both,368,"1,332.70"
GNB,Guinea-Bissau,1980,55-59 years,Male,231,"2,075.40"
GNB,Guinea-Bissau,1980,55-59 years,Female,190,"1,557.80"
GNB,Guinea-Bissau,1980,55-59 years,Both,421,"1,804.90"
GNB,Guinea-Bissau,1980,60-64 years,Male,277,"3,119.30"
GNB,Guinea-Bissau,1980,60-64 years,Female,261,"2,607.70"
GNB,Guinea-Bissau,1980,60-64 years,Both,538,"2,848.10"
GNB,Guinea-Bissau,1980,65-69 years,Male,286,"4,333.70"
GNB,Guinea-Bissau,1980,65-69 years,Female,290,"3,768.00"
GNB,Guinea-Bissau,1980,65-69 years,Both,576,"4,029.30"
GNB,Guinea-Bissau,1980,70-74 years,Male,249,"6,386.40"
GNB,Guinea-Bissau,1980,70-74 years,Female,281,"5,919.40"
GNB,Guinea-Bissau,1980,70-74 years,Both,529,"6,130.00"
GNB,Guinea-Bissau,1980,75-79 years,Male,162,"9,104.50"
GNB,Guinea-Bissau,1980,75-79 years,Female,203,"8,516.40"
GNB,Guinea-Bissau,1980,75-79 years,Both,365,"8,768.10"
GNB,Guinea-Bissau,1980,80+ years,Male,122,"14,250.70"
GNB,Guinea-Bissau,1980,80+ years,Female,182,"13,662.50"
GNB,Guinea-Bissau,1980,80+ years,Both,304,"13,892.20"
GNB,Guinea-Bissau,1980,All ages,Male,"8,106","1,960.10"
GNB,Guinea-Bissau,1980,All ages,Female,"6,933","1,637.50"
GNB,Guinea-Bissau,1980,All ages,Both,"15,039","1,796.90"
GNB,Guinea-Bissau,1990,0-6 days,Male,"1,116","252,584.20"
GNB,Guinea-Bissau,1990,0-6 days,Female,756,"175,498.10"
GNB,Guinea-Bissau,1990,0-6 days,Both,"1,873","214,526.80"
GNB,Guinea-Bissau,1990,7-27 days,Male,530,"41,408.70"
GNB,Guinea-Bissau,1990,7-27 days,Female,396,"31,505.40"
GNB,Guinea-Bissau,1990,7-27 days,Both,926,"36,485.60"
GNB,Guinea-Bissau,1990,28-364 days,Male,"1,719","8,870.50"
GNB,Guinea-Bissau,1990,28-364 days,Female,"1,397","7,303.80"
GNB,Guinea-Bissau,1990,28-364 days,Both,"3,116","8,092.30"
GNB,Guinea-Bissau,1990,1-4 years,Male,"2,577","3,622.00"
GNB,Guinea-Bissau,1990,1-4 years,Female,"2,138","3,029.00"
GNB,Guinea-Bissau,1990,1-4 years,Both,"4,715","3,326.70"
GNB,Guinea-Bissau,1990,5-9 years,Male,241,324.9
GNB,Guinea-Bissau,1990,5-9 years,Female,195,263.2
GNB,Guinea-Bissau,1990,5-9 years,Both,436,294
GNB,Guinea-Bissau,1990,10-14 years,Male,103,175.7
GNB,Guinea-Bissau,1990,10-14 years,Female,91,155.4
GNB,Guinea-Bissau,1990,10-14 years,Both,194,165.5
GNB,Guinea-Bissau,1990,15-19 years,Male,132,221.9
GNB,Guinea-Bissau,1990,15-19 years,Female,126,210.6
GNB,Guinea-Bissau,1990,15-19 years,Both,259,216.2
GNB,Guinea-Bissau,1990,20-24 years,Male,112,341
GNB,Guinea-Bissau,1990,20-24 years,Female,106,321.5
GNB,Guinea-Bissau,1990,20-24 years,Both,218,331.2
GNB,Guinea-Bissau,1990,25-29 years,Male,137,404.2
GNB,Guinea-Bissau,1990,25-29 years,Female,140,403.4
GNB,Guinea-Bissau,1990,25-29 years,Both,277,403.8
GNB,Guinea-Bissau,1990,30-34 years,Male,135,465.9
GNB,Guinea-Bissau,1990,30-34 years,Female,139,464.9
GNB,Guinea-Bissau,1990,30-34 years,Both,274,465.4
GNB,Guinea-Bissau,1990,35-39 years,Male,190,591.5
GNB,Guinea-Bissau,1990,35-39 years,Female,204,613.8
GNB,Guinea-Bissau,1990,35-39 years,Both,394,602.9
GNB,Guinea-Bissau,1990,40-44 years,Male,160,738.7
GNB,Guinea-Bissau,1990,40-44 years,Female,147,664.7
GNB,Guinea-Bissau,1990,40-44 years,Both,307,701.3
GNB,Guinea-Bissau,1990,45-49 years,Male,188,997.2
GNB,Guinea-Bissau,1990,45-49 years,Female,159,808.2
GNB,Guinea-Bissau,1990,45-49 years,Both,347,900.8
GNB,Guinea-Bissau,1990,50-54 years,Male,204,"1,403.30"
GNB,Guinea-Bissau,1990,50-54 years,Female,172,"1,116.40"
GNB,Guinea-Bissau,1990,50-54 years,Both,376,"1,255.50"
GNB,Guinea-Bissau,1990,55-59 years,Male,236,"1,931.80"
GNB,Guinea-Bissau,1990,55-59 years,Female,199,"1,498.30"
GNB,Guinea-Bissau,1990,55-59 years,Both,436,"1,706.00"
GNB,Guinea-Bissau,1990,60-64 years,Male,282,"2,908.00"
GNB,Guinea-Bissau,1990,60-64 years,Female,271,"2,492.10"
GNB,Guinea-Bissau,1990,60-64 years,Both,553,"2,688.10"
GNB,Guinea-Bissau,1990,65-69 years,Male,294,"4,076.80"
GNB,Guinea-Bissau,1990,65-69 years,Female,304,"3,621.30"
GNB,Guinea-Bissau,1990,65-69 years,Both,599,"3,831.90"
GNB,Guinea-Bissau,1990,70-74 years,Male,290,"6,045.50"
GNB,Guinea-Bissau,1990,70-74 years,Female,331,"5,691.10"
GNB,Guinea-Bissau,1990,70-74 years,Both,621,"5,851.30"
GNB,Guinea-Bissau,1990,75-79 years,Male,230,"8,680.70"
GNB,Guinea-Bissau,1990,75-79 years,Female,281,"8,232.50"
GNB,Guinea-Bissau,1990,75-79 years,Both,511,"8,428.30"
GNB,Guinea-Bissau,1990,80+ years,Male,175,"13,864.90"
GNB,Guinea-Bissau,1990,80+ years,Female,253,"13,480.90"
GNB,Guinea-Bissau,1990,80+ years,Both,428,"13,635.00"
GNB,Guinea-Bissau,1990,All ages,Male,"9,051","1,791.60"
GNB,Guinea-Bissau,1990,All ages,Female,"7,807","1,513.50"
GNB,Guinea-Bissau,1990,All ages,Both,"16,858","1,651.10"
GNB,Guinea-Bissau,2000,0-6 days,Male,"1,120","225,722.00"
GNB,Guinea-Bissau,2000,0-6 days,Female,769,"158,859.60"
GNB,Guinea-Bissau,2000,0-6 days,Both,"1,888","192,700.10"
GNB,Guinea-Bissau,2000,7-27 days,Male,509,"35,250.40"
GNB,Guinea-Bissau,2000,7-27 days,Female,384,"27,098.40"
GNB,Guinea-Bissau,2000,7-27 days,Both,893,"31,223.80"
GNB,Guinea-Bissau,2000,28-364 days,Male,"1,706","7,733.60"
GNB,Guinea-Bissau,2000,28-364 days,Female,"1,387","6,382.30"
GNB,Guinea-Bissau,2000,28-364 days,Both,"3,093","7,063.10"
GNB,Guinea-Bissau,2000,1-4 years,Male,"2,492","2,983.20"
GNB,Guinea-Bissau,2000,1-4 years,Female,"2,057","2,490.70"
GNB,Guinea-Bissau,2000,1-4 years,Both,"4,549","2,738.30"
GNB,Guinea-Bissau,2000,5-9 years,Male,251,284.8
GNB,Guinea-Bissau,2000,5-9 years,Female,205,232.6
GNB,Guinea-Bissau,2000,5-9 years,Both,456,258.7
GNB,Guinea-Bissau,2000,10-14 years,Male,120,160.2
GNB,Guinea-Bissau,2000,10-14 years,Female,108,144.3
GNB,Guinea-Bissau,2000,10-14 years,Both,229,152.3
GNB,Guinea-Bissau,2000,15-19 years,Male,149,223.2
GNB,Guinea-Bissau,2000,15-19 years,Female,140,208.5
GNB,Guinea-Bissau,2000,15-19 years,Both,289,215.8
GNB,Guinea-Bissau,2000,20-24 years,Male,192,361.1
GNB,Guinea-Bissau,2000,20-24 years,Female,179,335.3
GNB,Guinea-Bissau,2000,20-24 years,Both,371,348.1
GNB,Guinea-Bissau,2000,25-29 years,Male,248,463.4
GNB,Guinea-Bissau,2000,25-29 years,Female,236,434.2
GNB,Guinea-Bissau,2000,25-29 years,Both,484,448.7
GNB,Guinea-Bissau,2000,30-34 years,Male,158,551.7
GNB,Guinea-Bissau,2000,30-34 years,Female,147,500.2
GNB,Guinea-Bissau,2000,30-34 years,Both,305,525.6
GNB,Guinea-Bissau,2000,35-39 years,Male,203,683.1
GNB,Guinea-Bissau,2000,35-39 years,Female,195,638.9
GNB,Guinea-Bissau,2000,35-39 years,Both,398,660.7
GNB,Guinea-Bissau,2000,40-44 years,Male,202,808.6
GNB,Guinea-Bissau,2000,40-44 years,Female,177,680.5
GNB,Guinea-Bissau,2000,40-44 years,Both,379,743.2
GNB,Guinea-Bissau,2000,45-49 years,Male,287,"1,049.10"
GNB,Guinea-Bissau,2000,45-49 years,Female,235,814.3
GNB,Guinea-Bissau,2000,45-49 years,Both,522,928.5
GNB,Guinea-Bissau,2000,50-54 years,Male,254,"1,420.70"
GNB,Guinea-Bissau,2000,50-54 years,Female,204,"1,086.00"
GNB,Guinea-Bissau,2000,50-54 years,Both,458,"1,249.00"
GNB,Guinea-Bissau,2000,55-59 years,Male,286,"1,906.70"
GNB,Guinea-Bissau,2000,55-59 years,Female,238,"1,464.20"
GNB,Guinea-Bissau,2000,55-59 years,Both,524,"1,676.30"
GNB,Guinea-Bissau,2000,60-64 years,Male,305,"2,830.50"
GNB,Guinea-Bissau,2000,60-64 years,Female,290,"2,404.00"
GNB,Guinea-Bissau,2000,60-64 years,Both,596,"2,605.20"
GNB,Guinea-Bissau,2000,65-69 years,Male,325,"3,968.00"
GNB,Guinea-Bissau,2000,65-69 years,Female,335,"3,549.90"
GNB,Guinea-Bissau,2000,65-69 years,Both,660,"3,744.10"
GNB,Guinea-Bissau,2000,70-74 years,Male,321,"5,887.30"
GNB,Guinea-Bissau,2000,70-74 years,Female,361,"5,501.70"
GNB,Guinea-Bissau,2000,70-74 years,Both,682,"5,676.80"
GNB,Guinea-Bissau,2000,75-79 years,Male,259,"8,471.00"
GNB,Guinea-Bissau,2000,75-79 years,Female,313,"7,988.30"
GNB,Guinea-Bissau,2000,75-79 years,Both,572,"8,199.90"
GNB,Guinea-Bissau,2000,80+ years,Male,244,"13,896.40"
GNB,Guinea-Bissau,2000,80+ years,Female,349,"13,493.40"
GNB,Guinea-Bissau,2000,80+ years,Both,593,"13,656.30"
GNB,Guinea-Bissau,2000,All ages,Male,"9,631","1,560.60"
GNB,Guinea-Bissau,2000,All ages,Female,"8,310","1,321.80"
GNB,Guinea-Bissau,2000,All ages,Both,"17,942","1,440.10"
GNB,Guinea-Bissau,2010,0-6 days,Male,"1,014","182,052.10"
GNB,Guinea-Bissau,2010,0-6 days,Female,711,"131,115.60"
GNB,Guinea-Bissau,2010,0-6 days,Both,"1,725","156,931.50"
GNB,Guinea-Bissau,2010,7-27 days,Male,398,"24,439.70"
GNB,Guinea-Bissau,2010,7-27 days,Female,300,"18,813.80"
GNB,Guinea-Bissau,2010,7-27 days,Both,699,"21,655.50"
GNB,Guinea-Bissau,2010,28-364 days,Male,"1,410","5,590.60"
GNB,Guinea-Bissau,2010,28-364 days,Female,"1,167","4,716.90"
GNB,Guinea-Bissau,2010,28-364 days,Both,"2,577","5,157.80"
GNB,Guinea-Bissau,2010,1-4 years,Male,"1,856","1,888.90"
GNB,Guinea-Bissau,2010,1-4 years,Female,"1,513","1,565.40"
GNB,Guinea-Bissau,2010,1-4 years,Both,"3,369","1,728.40"
GNB,Guinea-Bissau,2010,5-9 years,Male,217,211.2
GNB,Guinea-Bissau,2010,5-9 years,Female,178,174.5
GNB,Guinea-Bissau,2010,5-9 years,Both,395,192.9
GNB,Guinea-Bissau,2010,10-14 years,Male,119,132.1
GNB,Guinea-Bissau,2010,10-14 years,Female,114,126.2
GNB,Guinea-Bissau,2010,10-14 years,Both,233,129.2
GNB,Guinea-Bissau,2010,15-19 years,Male,175,215.5
GNB,Guinea-Bissau,2010,15-19 years,Female,164,201.7
GNB,Guinea-Bissau,2010,15-19 years,Both,340,208.6
GNB,Guinea-Bissau,2010,20-24 years,Male,250,359.5
GNB,Guinea-Bissau,2010,20-24 years,Female,229,326.9
GNB,Guinea-Bissau,2010,20-24 years,Both,479,343.2
GNB,Guinea-Bissau,2010,25-29 years,Male,288,472.8
GNB,Guinea-Bissau,2010,25-29 years,Female,264,428.8
GNB,Guinea-Bissau,2010,25-29 years,Both,553,450.7
GNB,Guinea-Bissau,2010,30-34 years,Male,271,570.4
GNB,Guinea-Bissau,2010,30-34 years,Female,239,498.1
GNB,Guinea-Bissau,2010,30-34 years,Both,511,534.1
GNB,Guinea-Bissau,2010,35-39 years,Male,339,714.2
GNB,Guinea-Bissau,2010,35-39 years,Female,315,654.4
GNB,Guinea-Bissau,2010,35-39 years,Both,654,684.1
GNB,Guinea-Bissau,2010,40-44 years,Male,207,832.1
GNB,Guinea-Bissau,2010,40-44 years,Female,177,690.3
GNB,Guinea-Bissau,2010,40-44 years,Both,384,760.1
GNB,Guinea-Bissau,2010,45-49 years,Male,273,"1,066.00"
GNB,Guinea-Bissau,2010,45-49 years,Female,221,819.1
GNB,Guinea-Bissau,2010,45-49 years,Both,493,939.4
GNB,Guinea-Bissau,2010,50-54 years,Male,300,"1,425.00"
GNB,Guinea-Bissau,2010,50-54 years,Female,244,"1,073.40"
GNB,Guinea-Bissau,2010,50-54 years,Both,544,"1,242.50"
GNB,Guinea-Bissau,2010,55-59 years,Male,424,"1,894.80"
GNB,Guinea-Bissau,2010,55-59 years,Female,358,"1,449.70"
GNB,Guinea-Bissau,2010,55-59 years,Both,782,"1,661.50"
GNB,Guinea-Bissau,2010,60-64 years,Male,383,"2,786.50"
GNB,Guinea-Bissau,2010,60-64 years,Female,356,"2,343.30"
GNB,Guinea-Bissau,2010,60-64 years,Both,738,"2,553.80"
GNB,Guinea-Bissau,2010,65-69 years,Male,409,"3,907.20"
GNB,Guinea-Bissau,2010,65-69 years,Female,420,"3,489.30"
GNB,Guinea-Bissau,2010,65-69 years,Both,829,"3,683.90"
GNB,Guinea-Bissau,2010,70-74 years,Male,371,"5,799.80"
GNB,Guinea-Bissau,2010,70-74 years,Female,412,"5,369.10"
GNB,Guinea-Bissau,2010,70-74 years,Both,783,"5,565.10"
GNB,Guinea-Bissau,2010,75-79 years,Male,311,"8,354.80"
GNB,Guinea-Bissau,2010,75-79 years,Female,368,"7,813.60"
GNB,Guinea-Bissau,2010,75-79 years,Both,680,"8,052.40"
GNB,Guinea-Bissau,2010,80+ years,Male,313,"13,929.60"
GNB,Guinea-Bissau,2010,80+ years,Female,441,"13,517.70"
GNB,Guinea-Bissau,2010,80+ years,Both,753,"13,685.60"
GNB,Guinea-Bissau,2010,All ages,Male,"9,329","1,234.00"
GNB,Guinea-Bissau,2010,All ages,Female,"8,191","1,066.50"
GNB,Guinea-Bissau,2010,All ages,Both,"17,520","1,149.60"
GNQ,Equatorial Guinea,1970,0-6 days,Male,264,"256,332.70"
GNQ,Equatorial Guinea,1970,0-6 days,Female,183,"182,599.60"
GNQ,Equatorial Guinea,1970,0-6 days,Both,447,"220,011.00"
GNQ,Equatorial Guinea,1970,7-27 days,Male,132,"44,512.20"
GNQ,Equatorial Guinea,1970,7-27 days,Female,98,"33,458.10"
GNQ,Equatorial Guinea,1970,7-27 days,Both,230,"39,032.10"
